,ChenChao_RNA,Dave_RNA,Eric_RNA,Ethan_RNA,Khaondo_RNA,Niyilolawa_RNA,Pedro_RNA,Srivathani_RNA
FBXO34,0.745010800975134,0.71678634013783,0.453921444861548,0.0611756295156834,0.970494500705147,0.943048880326614,0.789816054990336,0.967028730846577
HAT1,0.745711850419955,0.737926475001217,0.330064886283658,0.811416454238043,0.991359812742496,0.91036101389248,0.731047829087948,0.69770835250718
HSPE1,0.746074523386134,0.288471208701668,0.951568279258521,0.287391914698996,0.725642407199114,0.476471777815531,0.564770143715189,0.308154214002037
N6AMT1,0.747407254881968,0.630269670103461,0.613850722045544,0.742416378280491,0.502343267444938,0.391389934508457,0.763274289056935,0.690117397332473
SNORA31,0.748417034775306,0.661179859440669,0.377476380003662,0.909876705649999,0.506845670306673,0.831253727085301,0.886612054362254,0.872660071709155
LOC102724517,0.748559027566908,0.767066965546535,0.698473159226168,0.990265067980996,0.994743413819921,0.791076075968593,0.82011839463444,0.965476608831015
LTBP1,0.748880950189421,0.795473128889375,0.61240894538961,0.87859037119967,0.731558036443944,0.384448776094472,0.874553078906778,0.0012543510185705
NOMO2,0.74892209109208,0.578513625173524,0.984405280972077,0.0335644099533203,0.990116926932096,0.431286402255076,0.763418417612604,0.604680073688377
CFAP54,0.749078040695855,0.49216635578021,0.193281023387769,0.0234866777043754,0.003569825006215,0.901831001502245,0.696611433744137,0.201139992756756
DNAI7,0.749383849399787,0.424471965884981,0.389946077327823,0.748798664219986,0.736444082243337,0.680782968492422,0.590920153392747,0.98056769364402
PDE6D,0.749383849399787,0.600068389359669,0.93834552160731,0.743597157826964,0.912961632424966,0.945938100818874,0.568683500209852,0.8331367690098
TTC32,0.750991075335313,0.905693299932373,0.372164487897348,0.630009478034388,0.578431826569274,0.698236902071696,0.466729815386942,0.99008302180503
GRPEL1,0.751137988059201,0.162659170167176,0.427195516493232,0.0037878950333068,0.153743921170608,0.0543832040324126,0.425160977814366,0.02866237195903
PCED1B-AS1,0.751218292868936,0.997209392110087,0.394035911536332,0.959999620065009,0.697876173957565,0.155346555282137,0.814387378689511,0.877061104909326
SCN2A,0.751573898821411,0.930026296830033,0.995767527827891,0.948697094805157,0.372844225694918,0.164980642643584,0.660274637625486,0.432015920233338
CAPN11,0.751932199613849,0.788516130021056,0.711245221971191,0.338345754476019,0.917474660444662,0.574709881113427,0.0004779435529604,0.84652360785447
RNF208,0.751948952750365,0.799888356750547,0.0045496375369289,0.839183448020703,0.91943734447041,0.369295127469872,0.576209332280868,0.0584859962406412
PDGFB,0.752485015238095,0.546972829935818,0.157685332383479,0.0121498299614274,0.0095177589948838,0.355696670754748,0.247323027182513,0.0469567317711466
ZNF420,0.75253967655051,0.769453443119994,0.0833412196571136,0.0124662075761464,0.176861885692778,0.0027528238490012,0.0858968163193266,0.49241228851037
SLAMF1,0.752852804911021,0.0460411647497955,0.0002680013386828,0.0002071817123921,0.304792372266227,0.723943568558407,0.202827645770351,0.862859142419811
LOC101927445,0.75305416379314,,,0.81174808173467,0.668891091754868,0.625311241518916,,
RNF183,0.753164930586635,,,0.0002660576595103,0.731488935527945,0.988773633013472,,
LOC101928080,0.753449179001145,0.0072930032531355,0.734586811462232,0.174229709709286,0.42961197711342,0.0493282621509156,0.392192837189225,0.438449063884518
FRAS1,0.754107876431391,0.424606017575045,0.823089344656219,0.559280788524202,0.0403577095241172,0.521491135209381,0.674173781332291,0.545173387732506
DGAT2L6,0.754278301291276,0.0365821500876729,0.92935008473532,0.0009912197044885,0.809453747807094,0.9016614347432,0.167442987989139,0.931118957118849
KIF24,0.754508354575638,0.805888198923701,0.502358647700859,0.118809199476506,0.454867334893794,0.0437551755151531,0.687804887340666,0.967597260393754
FBXL18,0.75481659874246,0.663122983295449,0.900410932792232,0.969382049258407,0.677496955076983,0.638089265246018,0.822285651005619,0.109937823250689
SPACA6,0.755041435498627,0.618165653107357,0.453682959888303,0.285200496842294,0.473279642748654,0.918465111172794,0.456549211304744,0.536259475673832
LOC105377123,0.755379833223629,,,0.003181704942186,0.715083046709681,0.27542792383649,,
TRAK1,0.755717678650622,0.263352052401733,0.0014523946914996,0.0401200205987436,0.672937384296502,0.959606561398302,0.248197885215485,0.0319649628409115
EYA3,0.756590002584439,0.0045064877353251,0.701070016438629,0.925178402923225,0.29120284473989,0.81639459733525,0.144501036446166,0.75555618439326
COMMD3,0.756590002584439,0.946577431986461,0.32488625273114,0.634860103742184,0.914750161591247,0.618922902837103,0.523109687745962,0.103777125311019
PIP4P1,0.756702703469719,0.174419638599492,0.707295130315501,0.449747043370866,0.0091100296019959,0.256858279938641,0.893693171661089,0.547940948034114
SHC4,0.757127810854059,0.244091129735913,0.683279282260745,0.918935368727696,0.0053417888524687,0.981976764781715,0.763418417612604,0.93761380335608
STS,0.75716515088947,0.70129669010169,0.201285642224226,0.0048799086751455,0.942667359722269,0.208783665599029,0.235979909441334,0.171166223767118
LGALS1,0.757605124096493,0.143871625893344,0.520461219683089,0.891137129434201,0.942962134836899,0.682236356339579,0.367136906853698,0.86684272880128
EGFL6,0.757883332712107,0.726097914760733,0.860509689030779,0.0058400575107316,0.640569920701777,0.900775504010662,0.906416362385945,0.469488381111459
IDI1,0.758695730797514,0.0911529906671758,0.0711637003622071,0.829686185937402,0.668596020793966,0.927343746165488,0.714011630831574,0.675867785978522
GGACT,0.759195255179422,0.745410672016529,0.15320727357282,0.859893005868632,0.312714590587248,0.643614278206629,0.34587834008425,0.54790995063105
PRKAR1B-AS1,0.759476575486807,0.487748843757339,0.621517754857949,0.832900275477074,0.954397400233936,0.845860856783509,0.802541800448039,0.543589347509448
VGLL4,0.760070577580002,0.451711431909206,1.22433555505107e-08,0.0102277669794584,0.26786527000076,0.614433167174142,0.0131588383570166,0.891212684869594
ITGB1BP1,0.761096983856599,0.0100977835706727,0.928318630584263,0.985434842777624,0.51725948602076,0.581009315886478,0.343210811148685,0.356062533714923
LOC105373043,0.761096983856599,,0.90167006550018,0.879247832990613,0.91812533571316,0.823960441431734,,0.922222526518052
SMG6,0.761277169873291,0.993117103754721,0.0015501460915541,4.09087282078125e-05,0.847823365377874,0.0798870972844838,0.335904764830099,0.93902981596323
NFKBIL1,0.761277169873291,0.585236026037602,0.0099685804247265,0.640337299562089,0.71072802755949,0.502280423370188,0.738500640374716,0.88407375588896
TDRD12,0.76166440982347,0.42638959285587,2.95900465613032e-05,0.0004189078275433,0.764395403191878,0.465649549445171,0.805672767845793,0.170109370072502
NRN1L,0.762763755700244,,,0.732745426830747,0.9848093532314,0.970746107074882,,
NARF,0.763123313174522,0.0094452117726053,0.487569429978927,0.175602077484878,0.24038223468741,0.0021267974516806,0.0313028826332406,0.821998898631777
VPS33A,0.763123313174522,0.504498062492595,0.208459714690435,0.192914568517709,0.16414745341598,0.0071731632541844,0.500284633935656,0.470999701812395
HSD3B7,0.76345146836631,0.0034864857202317,0.214750564059181,0.396147352812722,0.215276171752129,0.540336119408726,0.962960849757218,0.611846605055494
LOC124902137,0.763843822878978,,0.959870487948956,0.796048731218302,0.899783251495711,0.992564246797176,0.323418205288288,0.177547773618393
PRC1,0.764872255888685,0.778228176983055,0.906679604890746,0.952272465609432,0.971364944348986,0.744748692968695,0.923860351371602,0.757847879006507
LRG1,0.767016735630664,0.186981871994254,0.641230198420718,0.327863965806873,0.0084342657038928,0.322144745022688,0.0658654080802574,0.175418869529271
LOC107984195,0.767339083087528,,0.842267321289819,0.412816673963589,0.623032897069916,0.10075727149533,,0.575370014615947
LOC105373652,0.767780812796727,0.297855137149208,0.0770150656512427,0.0001690025830143,0.0036949220210708,0.270343108698238,0.0048058954850261,0.003972553470961
AXIN2,0.768749315059627,0.0003390252023513,0.0095952875175703,0.0005339285593976,0.740503647960398,0.0803987528884795,0.0355160548346316,0.831717390471705
FAM219B,0.768822701644167,0.532897233148382,0.922854332614733,0.851974217148261,0.360853179679064,0.773076487096544,0.381148767415102,0.281302516601884
BNIP3,0.770008043534748,0.990538696103701,0.993045178366438,0.756015515094391,0.66316842245852,0.937599801399592,0.988369454318124,0.900377930720745
SPATA24,0.770245962938816,0.0028403560883078,0.006517413833711,0.592087296157622,0.760192393782919,0.0025363973876167,0.0066467371065728,0.474938206804765
KCTD9,0.770930907768979,0.822042401552685,0.764372729452669,0.780913686162827,0.929441650426411,0.990356882589707,0.779503944335764,0.905745946487986
LOC646548,0.770930907768979,0.414054205869931,0.908158587288862,0.407853317951077,0.0007244963481852,0.333180278444956,0.920150893936271,0.70729034724159
ARPC1B,0.771546011210584,0.718372037942221,0.294073444995679,0.653510364342077,0.974186129436596,0.744308692644298,0.50129270167092,0.250259909480354
PCDHGB3,0.77190504003024,0.287369510274501,0.163899520655377,0.0027031502579735,0.0003763988537726,0.272619418959381,0.0617501763780857,0.924398192716058
MIR6891,0.772698701877826,0.0574423268572841,0.275731849556355,0.0039492106969168,0.080670136820093,0.251362738172534,0.112564963442458,0.26098930123626
LOC100129215,0.772698701877826,0.857343876561799,0.904128922333133,0.127455301591091,0.165167406241713,0.903121772125912,0.601264439303492,0.492675697130643
LOC124907856,0.772861087330237,0.928310070883688,0.993045178366438,0.0077320045397215,0.730755904870834,0.916307231842476,0.837341851237065,0.526780148969712
SKAP1,0.772861087330237,0.555335798840705,0.512294766031244,0.736796145300526,0.344279504492528,0.696779511738936,0.0051949077340257,0.38303029380633
EBF4,0.772861087330237,0.200194790951149,0.600643029184543,0.0658609345504339,0.93525474215556,0.69123785484535,0.105178637560385,0.791450485084849
DNAAF4-CCPG1,0.773553045776774,0.255179299539141,0.351322199655115,0.0057086470959849,0.0491517844642751,0.0559573148489769,0.557881353285495,0.273093351624406
LOC107985361,0.774153157961333,0.623210406653061,0.806875060897362,0.992224085599772,0.885333530517823,0.929627799813035,0.750363305561665,0.965817810724129
TMSB15B-AS1,0.775056639079588,0.772281580592013,0.0146325453131675,0.0001334300074047,0.965321314917937,0.319995206770222,0.553998078935616,0.914695817428893
RABEP2,0.775057630085909,0.781111701279042,0.0029424104514383,2.86919098256484e-05,0.0062214669704664,0.319413822804978,0.703873147230439,0.941414168390865
RPRD1A,0.775057630085909,0.984524322266207,0.829511179816776,0.214904500201346,0.0003624994076982,0.332359433522334,0.203596049225746,0.66187135453292
HPS3,0.775230183703781,0.304849385077599,0.408085420802679,0.712005326542238,0.527376592154115,0.696757832875397,0.966992126623592,0.971380857529216
VDAC3,0.776084615299364,0.419018019598653,0.770449441537977,0.766554667069103,0.182150291730503,0.456461616014378,0.32581188731923,0.306800945263279
RETREG3,0.776084615299364,0.000287817619531,0.0058222983151738,0.138030215839877,0.902739034480869,0.0274832644145014,0.0014625885800111,0.821166072154697
RAVER2,0.777324716722086,0.852412910498055,0.422111009266226,0.0313499447171792,0.190857049715477,0.873787224240723,0.574955916520974,0.363795441046403
MIR6731,0.777532135148386,0.814738663147743,0.613433356076058,0.197357578213593,0.007290689768696,0.209114942330541,0.15234998262709,0.240319423257462
UGT2B7,0.777763332452859,0.185301364820372,0.361120099537857,0.859294931722341,0.0050639400184835,0.170159458530824,0.359627099981213,0.0996788455375624
MRFAP1L1,0.777763332452859,0.0007460403862373,0.927527423848275,0.246250488148572,0.0637232642274549,0.0146032838224933,0.799009613751146,0.314827115127766
PHACTR2,0.778019121418162,0.0974537203937572,0.292853220842186,8.07515422919726e-05,0.995593707293175,0.225394891798671,0.967043973008951,0.137474031174846
GJB1,0.778207765186161,,,0.0001677848325231,0.954698088822117,0.940805922654824,,
SLC5A10,0.779274411746287,0.263368853738827,0.241409051540107,0.949136176899237,0.0028850543357177,0.20497725837315,0.121832045154534,0.884213414613432
ACOT7,0.779457781098696,0.907708301763672,0.85471664465439,0.738443267481556,0.419705429238835,0.793936474069195,0.977415181640345,0.894666617783042
CCZ1B,0.779457781098696,0.0215136647979514,0.237173522656586,0.0211779954135359,0.264408374755369,0.0348857837342807,0.0817774174668426,0.563810148484987
DAP3,0.780375241928536,0.256168530678936,0.686546861484653,0.852154413900453,0.802399456221235,0.345381710109978,0.437797266152931,0.41700547761326
LOC124900172,0.780992551873583,0.797312586843313,0.505314282477171,0.677887291719434,0.90524368792793,0.997641387933002,0.965572211351877,0.589105018337069
ASCC2,0.781019413890863,0.757781508554987,0.898189731283061,0.690771724451528,0.184991135900448,0.258346823495475,0.540251457253976,0.996504810437432
TTC39C,0.781967672129208,0.112119210912761,0.428110022236081,0.0057669276402762,0.17002871608786,0.791966295656063,0.841186728980464,0.53523669403822
CDKN3,0.783356962797667,0.869714677373857,0.205292333740483,0.321988721244311,0.785941843627766,0.582288143314372,0.777500733816499,0.125689884161733
TRNAU1AP,0.783612659514295,0.717051009871469,0.617461761591089,0.836069650118468,0.615967978207607,0.803302481507398,0.720838713999175,0.881744341533328
GAS2L3,0.783612659514295,0.0094228175850183,0.864050999838682,0.111655653492276,0.502658847556396,0.759159210010106,0.386906051389135,0.973043527342452
LHCGR,0.783612659514295,0.0381842463760519,0.245202288385174,0.116794994737898,0.0023230678765961,0.621187009579173,0.230754703042084,0.668235278112562
HROB,0.784082808080427,0.101595903140664,0.643516209169175,0.878223814647688,0.835142058313454,0.0027941275660303,0.210936022255576,0.556287666805081
NME1-NME2,0.784719861063499,0.362867209460241,0.843244063218102,0.980476677977542,0.683357572794961,0.944171384392803,0.934282416103351,0.49884419577846
TFDP1,0.785970653283332,0.302375799114826,0.471833858342594,0.525579266283859,0.525361331344957,0.867869948197333,0.661318209044944,0.506606024841574
FZD2,0.786127949721624,0.621880314577592,0.0732723824122317,0.069039116129051,0.116769062777611,0.0056587358840213,0.0050416108100608,0.745817674356181
C12orf43,0.787090004991471,0.85057999335923,0.508897363412963,0.502308278914786,0.990116926932096,0.989190483172289,0.977111184074016,0.863542772510024
LOC124904012,0.787126506899235,,0.276723254858404,0.120761380390838,0.291002989194943,0.0466428639698264,,0.930355651633469
LOC107984421,0.787241431768278,0.114551829695127,0.166419368201538,0.0012312530170345,0.0473293385448293,0.0002782433597942,0.193240716756449,0.0663658554109339
ASIC4-AS1,0.78729138309466,0.932872185454418,0.853888992848583,0.990309069357386,0.280402235376138,0.881469950014085,0.993044650404487,0.668602514682466
ST20,0.788748102287377,0.0013168299775143,0.281061308839281,0.0184169478920426,0.379984306045038,0.256706197532154,0.136753048680519,0.0675023734931111
RBFOX3,0.788797613120343,0.933850814410478,0.706903852848016,0.265368079784957,0.935524501541008,0.746513131534782,0.741643760924809,0.72948954707914
MCTS2,0.788838046318105,0.0924821487780283,0.0176112867656004,0.589573700637624,0.0033482072569134,0.800490784880564,0.354541146659104,0.0664327904638663
GLCCI1,0.790044366944062,0.0189543862507048,0.0031604576886836,8.72651734816801e-06,0.188795456176608,0.051519257749018,0.0215984728598581,0.81156541210099
SFSWAP,0.790557846225426,0.693768191089211,0.757455048288087,0.914343369377058,0.552550257391435,0.791464412470905,0.837813395671474,0.657664609825279
